"uid","domainID","siteID","plotID","date","night","eventID","setTraps","disturbedTraps","samplingEffort","samplingProtocol","identificationReferences","remarks","duplicateNightQF","missingRecordsPerBoutQF"
"28EC591D27684C2780643A92C0854876","D03","OSBS","OSBS_003","2013-08-15",3,"MAM.OSBS.2013.08",100,2,98,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY","2013 updated to 2014 data format",0,0
"66ACF234FB584E5CB631DAD47019B19C","D03","OSBS","OSBS_005","2013-08-16",4,"MAM.OSBS.2013.08",99,2,97,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY","2013 updated to 2014 data format",0,0
"4C4D3F4AEAB94DD38BA28BBB31B1CF0B","D03","OSBS","OSBS_012","2013-08-27",1,"MAM.OSBS.2013.09",100,0,100,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.","no captures",0,0
"17DB4A682A424CEEBAB6CD6E5C648D03","D03","OSBS","OSBS_004","2013-08-27",1,"MAM.OSBS.2013.09",100,0,100,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0,0
"2681E70CCD324CF88E378EE0140EF1EE","D03","OSBS","OSBS_002","2013-08-27",1,"MAM.OSBS.2013.09",100,0,100,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0,0
"74B62938F71345489C962CCDAF07591D","D03","OSBS","OSBS_023","2013-08-27",1,"MAM.OSBS.2013.09",100,0,100,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0,0
"B01DB62898A24408A7E7C14EACBC579C","D03","OSBS","OSBS_002","2013-08-28",2,"MAM.OSBS.2013.09",100,0,100,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"A31C060D948C43AFA90D1E2E6749BC6E","D03","OSBS","OSBS_023","2013-08-28",2,"MAM.OSBS.2013.09",100,0,100,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"182321766AD64F33AD978510C83FAFAB","D03","OSBS","OSBS_004","2013-08-28",2,"MAM.OSBS.2013.09",100,0,100,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0,0
"FCD29B068FC64E39AE7D5B7E297549B3","D03","OSBS","OSBS_012","2013-08-28",2,"MAM.OSBS.2013.09",100,0,100,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0,0
"58543DE8C4BC4B2FB6DCD22A198E9F45","D03","OSBS","OSBS_023","2013-08-29",3,"MAM.OSBS.2013.09",100,0,100,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"CB7BE4CBA0B2498BA47127BC347EDB40","D03","OSBS","OSBS_004","2013-08-29",3,"MAM.OSBS.2013.09",100,1,99,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0,0
"0748583D32424E7E913C9A49ED31FDD2","D03","OSBS","OSBS_002","2013-08-29",3,"MAM.OSBS.2013.09",100,2,98,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"7D064E24F8BA4C188E015FFF7A4D5655","D03","OSBS","OSBS_012","2013-08-29",3,"MAM.OSBS.2013.09",100,1,99,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0,0
"6BDECC7D25BD4538A374AE5E424022DE","D03","OSBS","OSBS_002","2013-09-11",1,"MAM.OSBS.2013.09",100,1,99,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0,1
"6CF5921917FC473295C8D2E6B8F07FB9","D03","OSBS","OSBS_004","2013-09-11",1,"MAM.OSBS.2013.09",100,3,97,"NEON.DOC.000481vD","2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"948EF84361434FCEBCDCFCA34EEBEC72","D03","OSBS","OSBS_003","2013-09-11",1,"MAM.OSBS.2013.09",99,3,96,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0,0
"EB9EDED201D54AB28DFC575C8BAD2E3F","D03","OSBS","OSBS_005","2013-09-11",1,"MAM.OSBS.2013.09",100,7,93,"NEON.DOC.000481vD","2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"2441DE2C6248406A97D71A18813D0132","D03","OSBS","OSBS_004","2013-09-12",2,"MAM.OSBS.2013.09",100,11,89,"NEON.DOC.000481vD","2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"CCD96A7DEECF4B1FBE9FBF67B6ABA46B","D03","OSBS","OSBS_003","2013-09-12",2,"MAM.OSBS.2013.09",100,0,100,"NEON.DOC.000481vD","2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"A937C9BBF88C4C2D8AE752AB6549DC48","D03","OSBS","OSBS_005","2013-09-12",2,"MAM.OSBS.2013.09",93,12,81,"NEON.DOC.000481vD","2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,1,0
"6B200F50EB0443BC9890873C12EB3870","D03","OSBS","OSBS_004","2013-09-13",3,"MAM.OSBS.2013.09",100,3,97,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0,0
"8493BF6C85C04748AB8DF4B8FA9A2032","D03","OSBS","OSBS_002","2013-09-13",2,"MAM.OSBS.2013.09",100,0,100,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0,1
"B5C27B5F603D43E886D7137BD675EF9A","D03","OSBS","OSBS_005","2013-09-13",3,"MAM.OSBS.2013.09",100,0,100,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0,0
"A00E7849F90143BE903C6DA011C48F28","D03","OSBS","OSBS_003","2013-09-13",3,"MAM.OSBS.2013.09",95,0,95,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0,0
"E750E328A59B417FBF1804AE6A9B895A","D03","OSBS","OSBS_023","2013-10-01",1,"MAM.OSBS.2013.10",100,0,100,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0,0
"1D027EF38C5D4ED9815E14F3283FB24C","D03","OSBS","OSBS_002","2013-10-01",1,"MAM.OSBS.2013.10",98,1,97,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0,0
"B4846CDD5F2C41E2A032EA76E58F0F23","D03","OSBS","OSBS_012","2013-10-01",1,"MAM.OSBS.2013.10",100,3,97,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0,1
"9E0E08F2E5814F5F94BF4AE15067DE1E","D03","OSBS","OSBS_002","2013-10-02",2,"MAM.OSBS.2013.10",100,1,99,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"4A21CADBB7BA4E88A5DB60A0101991E0","D03","OSBS","OSBS_023","2013-10-02",2,"MAM.OSBS.2013.10",100,0,100,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"FB9ECFA5BB0F4E1A897DD861C806944C","D03","OSBS","OSBS_002","2013-10-03",3,"MAM.OSBS.2013.10",100,0,100,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"C6228D406D784E8FA14F68DDC92EF8A8","D03","OSBS","OSBS_023","2013-10-03",3,"MAM.OSBS.2013.10",100,0,100,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"5B94E47256DD438297011EFA399B0F95","D03","OSBS","OSBS_005","2014-04-22",1,"MAM.OSBS.2014.05",100,1,99,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"F8E5DA2E186746A7B2BA8203F7EF3A95","D03","OSBS","OSBS_004","2014-04-22",1,"MAM.OSBS.2014.05",90,0,90,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"B8A7D5C01EEB4A2AA23ABCE53A44CEFC","D03","OSBS","OSBS_003","2014-04-22",1,"MAM.OSBS.2014.05",10,5,5,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY","first bout for the year",0,1
"AA299899B48F4E968D823FDF4810AB8B","D03","OSBS","OSBS_002","2014-04-22",1,"MAM.OSBS.2014.05",100,0,100,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"CE074D7702384F68B7A78A8590379D1F","D03","OSBS","OSBS_004","2014-04-23",2,"MAM.OSBS.2014.05",100,11,89,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY","raccoons disturbed plot",0,0
"D70CD348B1084C3D9E692A2126EF884B","D03","OSBS","OSBS_002","2014-04-23",2,"MAM.OSBS.2014.05",100,0,100,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"95F7EFE56BFA43D6AE254894CF100C88","D03","OSBS","OSBS_005","2014-04-23",2,"MAM.OSBS.2014.05",100,9,91,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"400DC356D1444DC8874B82517E9DB074","D03","OSBS","OSBS_005","2014-04-24",3,"MAM.OSBS.2014.05",3,1,2,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"E8D5294B291F407C85F181AE6F214EE3","D03","OSBS","OSBS_004","2014-04-24",3,"MAM.OSBS.2014.05",100,35,65,"NEON.DOC.000481vD","NEON.DOC.001907vA or Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY","34 traps were disturbed and two went missing",0,0
"CB831BA6E8CF47FAAC6F97E7C8782E21","D03","OSBS","OSBS_002","2014-04-24",3,"MAM.OSBS.2014.05",100,14,86,"NEON.DOC.000481vD","NEON.DOC.001907vA or Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"67C29B19FCB342789470D32582A4735F","D03","OSBS","OSBS_004","2014-05-20",1,"MAM.OSBS.2014.06",100,0,100,"NEON.DOC.000481vD","NEON.DOC.002167vA",,0,0
"8705CCC414504D90BD0E3B471C67C8FB","D03","OSBS","OSBS_003","2014-05-21",1,"MAM.OSBS.2014.06",100,9,91,"NEON.DOC.000481vD","NEON.DOC.002167vA",,0,1
"E9641CA34B644D1F841B9BB7D5CDB8B8","D03","OSBS","OSBS_004","2014-05-21",2,"MAM.OSBS.2014.06",100,0,100,"NEON.DOC.000481vD","NEON.DOC.002167vA",,0,0
"1252B8B2E47740F98FB54F45910C02B5","D03","OSBS","OSBS_003","2014-05-22",2,"MAM.OSBS.2014.06",99,1,98,"NEON.DOC.000481vD","NEON.DOC.002167vA",,0,1
"57FA6D63B19B423790C189FE845B7DB1","D03","OSBS","OSBS_004","2014-05-22",3,"MAM.OSBS.2014.06",100,1,99,"NEON.DOC.000481vD","NEON.DOC.002167vA","No samples, both caught yesterday",0,0
"3D884925C59843B892492DBA9C88A68B","D03","OSBS","OSBS_004","2014-05-23",4,"MAM.OSBS.2014.06",100,1,99,"NEON.DOC.000481vD","NEON.DOC.002167vA",,0,0
"AAD04DFABB5E4C29BBFD9B4C0EA94FD7","D03","OSBS","OSBS_005","2014-06-18",1,"MAM.OSBS.2014.07",100,2,98,"NEON.DOC.000481vD","NEON.DOC.002167vA",,0,0
"301F3B52563A434E8530B4A7287B3D43","D03","OSBS","OSBS_012","2014-06-18",1,"MAM.OSBS.2014.07",100,0,100,"NEON.DOC.000481vD","NEON.DOC.002167vA",,0,0
"729ABD3C73C14A08B53D731657E3EF1D","D03","OSBS","OSBS_004","2014-06-18",1,"MAM.OSBS.2014.07",100,1,99,"NEON.DOC.000481vD","NEON.DOC.002167vA",,0,0
"1349C925FA7B4A3A9E6A22A4D68D43CE","D03","OSBS","OSBS_023","2014-06-18",1,"MAM.OSBS.2014.07",100,0,100,"NEON.DOC.000481vD","NEON.DOC.002167vA",,0,0
"CCF36A74A5D44173AA5E91A78B5E23C0","D03","OSBS","OSBS_002","2014-06-18",1,"MAM.OSBS.2014.07",99,0,99,"NEON.DOC.000481vD","NEON.DOC.002167vA",,0,0
"7FB4341C59C743D4B67068AD2A668C53","D03","OSBS","OSBS_003","2014-06-18",1,"MAM.OSBS.2014.07",100,0,100,"NEON.DOC.000481vD","NEON.DOC.002167vA",,0,0
"EA6610796BF141E4A8606755B05943A4","D03","OSBS","OSBS_012","2014-06-19",2,"MAM.OSBS.2014.07",100,0,100,"NEON.DOC.000481vD","NEON.DOC002167vA",,0,0
"8D6B5EC948FD4D23A565E18A544A77E0","D03","OSBS","OSBS_003","2014-06-19",2,"MAM.OSBS.2014.07",100,2,98,"NEON.DOC.000481vD","NEON.DOC.002167vA",,0,0
"31814260E1C84C7894BEA0FC8686C425","D03","OSBS","OSBS_023","2014-06-19",2,"MAM.OSBS.2014.07",100,1,99,"NEON.DOC.000481vD","NEON.DOC.002167vA",,0,0
"B02B0D1329354891875AF0712334D3A6","D03","OSBS","OSBS_002","2014-06-19",2,"MAM.OSBS.2014.07",100,2,98,"NEON.DOC.000481vD","NEON.DOC.002167vA",,0,0
"DD6A624820B64734BAD0387D37FAFC78","D03","OSBS","OSBS_004","2014-06-19",2,"MAM.OSBS.2014.07",100,0,100,"NEON.DOC.000481vD","NEON.DOC.002167vA",,0,0
"80A700BA18444B02BFDD2D33644FA78A","D03","OSBS","OSBS_005","2014-06-19",2,"MAM.OSBS.2014.07",100,1,99,"NEON.DOC.000481vD","NEON.DOC.002167vA",,0,0
"0525C51254F0430A9A1CF71B308D36D4","D03","OSBS","OSBS_023","2014-06-20",3,"MAM.OSBS.2014.07",100,3,97,"NEON.DOC.000481vD","NEON.DOC.002167vA",,0,0
"BD090367EF674AD39677C1D2A6719AC5","D03","OSBS","OSBS_003","2014-06-20",3,"MAM.OSBS.2014.07",100,0,100,"NEON.DOC.000481vD","NEON.DOC.002167vA",,0,0
"4FAA7301D9D7439CA29D09DEA30B7D30","D03","OSBS","OSBS_005","2014-06-20",3,"MAM.OSBS.2014.07",100,10,90,"NEON.DOC.000481vD","NEON.DOC.002167vA",,0,0
"00F5847368B84FF1A87E167234AF1FA5","D03","OSBS","OSBS_004","2014-06-20",3,"MAM.OSBS.2014.07",100,0,100,"NEON.DOC.000481vD","NEON.DOC.002167vA",,0,0
"C3B61356AEEE4A27B20F6899E412B219","D03","OSBS","OSBS_002","2014-06-20",3,"MAM.OSBS.2014.07",100,1,99,"NEON.DOC.000481vD","NEON.DOC.002167vA",,0,0
"0C9E14EC21904FE6B5934BDAC5E5BE58","D03","OSBS","OSBS_012","2014-06-20",3,"MAM.OSBS.2014.07",100,0,100,"NEON.DOC.000481vD","NEON.DOC.002167vA",,0,0
"08D4440AF8B04F6A92B551A2C250369C","D03","OSBS","OSBS_023","2014-07-22",1,"MAM.OSBS.2014.08",100,2,98,"NEON.DOC.000481vD","NEON.DOC.0019007vA",,0,0
"634C158AECC34944B46E7396C760BD94","D03","OSBS","OSBS_003","2014-07-22",1,"MAM.OSBS.2014.08",100,0,100,"NEON.DOC.000481vD","Peterson Field Guide to Mammals of North America 4th Ed., NEON.DOC.001907vA",,0,0
"6881824E3C65496D9C59519B5DEFF1D8","D03","OSBS","OSBS_004","2014-07-22",1,"MAM.OSBS.2014.08",100,0,100,"NEON.DOC.000481vD","Peterson Field Guide to Mammals of North America 4th Ed., NEON.DOC.001907vA",,0,0
"FCE1609B0EDD41838DD32DF2B381D6F7","D03","OSBS","OSBS_004","2014-07-23",2,"MAM.OSBS.2014.08",100,0,100,"NEON.DOC.000481vD","Peterson Field Guide to Mammals of North America 4th Ed., NEON.DOC.001907vA",,0,0
"A900A52D02E24599AA10EFF9CED1FFF0","D03","OSBS","OSBS_023","2014-07-23",2,"MAM.OSBS.2014.08",100,1,99,"NEON.DOC.000481vD","Peterson Field Guide to Mammals of North America 4th Ed., NEON.DOC.001907vA",,0,0
"EDC7BD61D490433C8718860DD8DC57B7","D03","OSBS","OSBS_003","2014-07-23",2,"MAM.OSBS.2014.08",100,3,97,"NEON.DOC.000481vD","Peterson Field Guide to Mammals of North America 4th Ed., NEON.DOC.001907vA",,1,0
"E3BC179E06D04B5B9AE7ADC49B9E4AF1","D03","OSBS","OSBS_004","2014-07-24",3,"MAM.OSBS.2014.08",100,1,99,"NEON.DOC.000481vD","Peterson Field Guide to Mammals of North America 4th Ed., NEON.DOC.001907vA",,1,0
"79A1A194D4B447D3B856011522E06B4B","D03","OSBS","OSBS_023","2014-07-24",3,"MAM.OSBS.2014.08",100,0,100,"NEON.DOC.000481vD","Peterson Field Guide to Mammals of North America 4th Ed., NEON.DOC.001907vA",,0,0
"016FDE89DFC94E2E9C0D006D3FF44CD2","D03","OSBS","OSBS_003","2014-07-24",3,"MAM.OSBS.2014.08",11,3,8,"NEON.DOC.000481vD"," Peterson Field Guide to Mammals of North America","Data entered by employee from different domain with errors (plots 3 and 4 were combined. This is re-entered data solely for plot 3.",0,0
"2D4BDB336BB3452981F68A8CBB7D8B1F","D03","OSBS","OSBS_023","2014-08-26",1,"MAM.OSBS.2014.09",100,0,100,"NEON.DOC.000481vD","Peterson Field Guide to Mammals of North America 4th Ed., NEON.DOC.001907vA","no captures for plot",0,1
"2CCA022854AD4D17A720C6EEEF657075","D03","OSBS","OSBS_005","2014-08-26",1,"MAM.OSBS.2014.09",100,2,98,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY","this is a FIX for OSBS_005 on 20140826",0,1
"5EDC0B319DF144149AFDB756209F2020","D03","OSBS","OSBS_004","2014-08-26",1,"MAM.OSBS.2014.09",100,0,100,"NEON.DOC.000481vD","Peterson Field Guide to Mammals of North America 4th Ed., NEON.DOC.001907vA",,1,1
"CB525EB5F629458B88D8EB89D35F6B5C","D03","OSBS","OSBS_003","2014-08-26",1,"MAM.OSBS.2014.09",100,2,98,"NEON.DOC.000481vD","Peterson Field Guide to Mammals of North America 4th Ed., NEON.DOC.001907vA",,1,1
"4DAD9A022C4C4553812693FF2C0F00F8","D03","OSBS","OSBS_012","2014-08-26",1,"MAM.OSBS.2014.09",99,7,92,"NEON.DOC.000481vD","Peterson Field Guide to Mammals of North America 4th Ed., NEON.DOC.001907vA",,1,1
"6E8F3CEB336148C59F081B2D042A5E81","D03","OSBS","OSBS_002","2014-08-26",1,"MAM.OSBS.2014.09",100,17,83,"NEON.DOC.000481vD","Peterson Field Guide to Mammals of North America 4th Ed., NEON.DOC.001907vA",,0,1
"3F22F732B45741719B4FEBD09785F0B9","D03","OSBS","OSBS_004","2014-08-27",2,"MAM.OSBS.2014.09",99,1,98,"NEON.DOC.000481vD","Peterson Field Guide to Mammals of North America 4th Ed., NEON.DOC.001907vA",,0,1
"CA098B1F532941B7A682BD1CF3CF85D3","D03","OSBS","OSBS_003","2014-08-27",2,"MAM.OSBS.2014.09",100,5,95,"NEON.DOC.000481vD","Peterson Field Guide to Mammals of North America 4th Ed., NEON.DOC.001907vA",,0,1
"0D7FD06B32BD479385F1DF0FAAAAC8D0","D03","OSBS","OSBS_023","2014-08-27",2,"MAM.OSBS.2014.09",100,0,100,"NEON.DOC.000481vD","Peterson Field Guide to Mammals of North America 4th Ed., NEON.DOC.001907vA",,0,1
"4B32365896A04A18AF9982EAC05EC562","D03","OSBS","OSBS_005","2014-08-27",2,"MAM.OSBS.2014.09",100,7,93,"NEON.DOC.000481vD","Peterson Field Guide to Mammals of North America 4th Ed., NEON.DOC.001907vA","raccoon tracks on sand road",0,1
"7E052CAACF744C65A192A9D7B8BE00B6","D03","OSBS","OSBS_012","2014-08-27",2,"MAM.OSBS.2014.09",100,19,81,"NEON.DOC.000481vD","Peterson Field Guide to Mammals of North America 4th Ed., NEON.DOC.001907vA",,0,1
"3011D1E594E246BE9B81224086CEFB52","D03","OSBS","OSBS_003","2014-09-23",1,"MAM.OSBS.2014.10",100,5,95,"NEON.DOC.000481vD","NEON.DOC.001907vA",,0,0
"7415A2A6031640DFA9C3CB05FA7667A2","D03","OSBS","OSBS_023","2014-09-23",1,"MAM.OSBS.2014.10",100,1,99,"NEON.DOC.000481vD","NEON.DOC.001907vA","All traps were set with no captures (except one trap had a frog in it; E5)",0,0
