"uid","domainID","siteID","plotID","trapCoordinate","nlcdClass","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","date","eventID","individualID","taxonID","scientificName","taxonRank","identificationQualifier","identificationStatus","sex","reproductiveCondition","recapture","fate","replacedTag","lifeStage","testes","nipples","pregnancyStatus","vagina","hindfootLength","earLength","tailLength","totalLength","weight","bloodSampleID","bloodSampleMethod","fecalSampleID","fecalSampleCondition","earSampleID","hairSampleID","whiskerSampleID","voucherSampleID","measuredBy","recordedBy","remarks","consistencyTagIDSexQF","consistencyTagIDTaxonIDQF","consistencyTagIDLifeStageQF","orderTagIDRecaptureQF","orderTagIDLifeStageQF"
"1B4E8E97880D44CB930D5D0A01CF5D0A","D03","JERC","JERC_009","F10","evergreenForest",31.193827,-84.455496,"WGS84",,47.13547131,,"2014-05-20","MAM.JERC.2014.06","NEON.MAM.D03.0R2251","SIHI","Sigmodon hispidus","species",," ","F","N","N",,,"adult",,"nonenlarged","not","neither",34,,,,94,,,"JERC.20140520.R2251.F","fresh","JERC.20140520.R2251.E",,,,"SZd6jJU+PWukgvziuyetpzviWNuM2FzT","F0OBrKFXXmZ8aUzIQU1wSVTXyT0KDtd2",,0,0,0,-1,0
"0671E4E2BA5D483298D2BCF2CB1A75C6","D03","JERC","JERC_009","E10","evergreenForest",31.193829,-84.455601,"WGS84",,47.11794892,,"2014-05-20","MAM.JERC.2014.06","NEON.MAM.D03.0R2243","SIHI","Sigmodon hispidus","species",," ","f","N","N",,,"adult",,"nonenlarged","not","neither",31,,,,93,,,"JERC.20140520.R2243.F","old","JERC.20140520.R2243.E",,,,"SZd6jJU+PWukgvziuyetpzviWNuM2FzT","F0OBrKFXXmZ8aUzIQU1wSVTXyT0KDtd2",,-1,0,0,-1,0
"D6DC2CB25FA94618AB26DA65A573CFA7","D03","JERC","JERC_009","D4","evergreenForest",31.194372,-84.455691,"WGS84",,47.13733802,,"2014-05-20","MAM.JERC.2014.06","NEON.MAM.D03.0L2108","SIHI","Sigmodon hispidus","species",," ","M","R","N",,,"adult","scrotal",,,,27,,,,103,,,"JERC.20140520.L2108.F","fresh",,,,,"SZd6jJU+PWukgvziuyetpzviWNuM2FzT","F0OBrKFXXmZ8aUzIQU1wSVTXyT0KDtd2","no right ear",0,0,0,-1,0
"280756A29C254BEAB3E8975CA0FC72CA","D03","JERC","JERC_009","E6","evergreenForest",31.194189,-84.455591,"WGS84",,47.14442885,,"2014-05-20","MAM.JERC.2014.06","NEON.MAM.D03.0R2205","SIHI","Sigmodon hispidus","species",," ","M","R","N",,,"adult","scrotal",,,,29,,,,108,,,"JERC.20140520.R2205.F","fresh","JERC.20140520.R2205.E",,,,"SZd6jJU+PWukgvziuyetpzviWNuM2FzT","F0OBrKFXXmZ8aUzIQU1wSVTXyT0KDtd2",,0,0,0,-1,0
"0BCC624568EE40CDA82DB6E18DFD1AEE","D03","JERC","JERC_006","I1","mixedForest",31.18869,-84.454058,"WGS84",,46.50953078,,"2014-05-21","MAM.JERC.2014.06","NEON.MAM.D03.0R2283","MUMU","Mus musculus","species",," ","M","R","N",,,"adult","scrotal",,,,16,,,,17,,,"JERC.20140521.R2283.F","old","JERC.20140521.R2283.E",,,,"F0OBrKFXXmZ8aUzIQU1wSVTXyT0KDtd2","WWjOH4ayFdsL0GoUlQr/eyBr51+iJSgy",,0,0,0,-1,0
"F55042502AE84BAF964A937DB4D6CCB0","D03","JERC","JERC_009","F4","evergreenForest",31.194367,-84.455481,"WGS84",,47.17685653,,"2014-05-21","MAM.JERC.2014.06","NEON.MAM.D03.0R2205","SIHI","Sigmodon hispidus","species",," ","M","N","Y",,,"adult","nonscrotal",,,,30,,,,100,"JERC.20140521.R2205.B","mandibular",,,,,,,"F0OBrKFXXmZ8aUzIQU1wSVTXyT0KDtd2","WWjOH4ayFdsL0GoUlQr/eyBr51+iJSgy",,0,0,0,-1,0
"29F59383D2F54FE98EBE49CC90635150","D03","JERC","JERC_009","F9","evergreenForest",31.193917,-84.455494,"WGS84",,47.14263303,,"2014-05-21","MAM.JERC.2014.06","NEON.MAM.D03.0L2167","SIHI","Sigmodon hispidus","species",," ","F","R","N",,,"adult",,"enlarged","not","neither",28,,,,120,,"unsuccessful","JERC.20140521.L2167.F","old","JERC.20140521.L2167.E",,,,"F0OBrKFXXmZ8aUzIQU1wSVTXyT0KDtd2","WWjOH4ayFdsL0GoUlQr/eyBr51+iJSgy",,0,0,0,-1,0
"A55BC9CCE4EA42ACA8EA7262BF7A6751","D03","JERC","JERC_009","F8","evergreenForest",31.194007,-84.455491,"WGS84",,47.14968908,,"2014-05-21","MAM.JERC.2014.06","NEON.MAM.D03.0R2243","SIHI","Sigmodon hispidus","species",," ","f","N","Y",,,"adult",,"nonenlarged","not","neither",23,,,,95,,"unsuccessful",,,,,,,"F0OBrKFXXmZ8aUzIQU1wSVTXyT0KDtd2","WWjOH4ayFdsL0GoUlQr/eyBr51+iJSgy",,-1,0,0,-1,0
"581E4F2F3F0B4660BBDB987454630845","D03","JERC","JERC_009","H7","evergreenForest",31.194093,-84.455279,"WGS84",,47.19435862,,"2014-05-21","MAM.JERC.2014.06",,"SIHI","Sigmodon hispidus","species",," ",,"N","N","escaped",,,,,"not",,,,,,,,,,,,,,,"F0OBrKFXXmZ8aUzIQU1wSVTXyT0KDtd2","WWjOH4ayFdsL0GoUlQr/eyBr51+iJSgy",,-1,-1,-1,-1,-1
"F7CE8B734D504BECAAE13654E91027C1","D03","JERC","JERC_009","I4","evergreenForest",31.194361,-84.455167,"WGS84",,47.23707184,,"2014-05-21","MAM.JERC.2014.06","NEON.MAM.D03.0R2297","SIHI","Sigmodon hispidus","species",," ","F","R","N",,,"adult",,"enlarged","not","neither",30,,,,90,"JERC.20140521.R2297.B","mandibular","JERC.20140521.R2297.F","fresh","JERC.20140521.R2297.E",,,,"F0OBrKFXXmZ8aUzIQU1wSVTXyT0KDtd2","WWjOH4ayFdsL0GoUlQr/eyBr51+iJSgy",,0,0,0,-1,0
