"uid","domainID","siteID","plotID","trapCoordinate","date","eventID","trapStatus","duplicateTrapCoordinateQF"
"CB672B0B40C141BAB6F5FD4DF76A3B6F","D03","OSBS","OSBS_004","A10","2013-07-09","MAM.OSBS.2013.07",6,0
"8A151F7701A541C888557DA859657C52","D03","OSBS","OSBS_002","J5","2013-07-09","MAM.OSBS.2013.07",6,0
"B54AC17D25374DFEBFBBA6A6B252ACFF","D03","OSBS","OSBS_002","J6","2013-07-09","MAM.OSBS.2013.07",6,0
"FFA36D724EEE442581DA2298F947404E","D03","OSBS","OSBS_002","J3","2013-07-09","MAM.OSBS.2013.07",6,0
"496ADF316FE54E53A6F1180090B52A68","D03","OSBS","OSBS_002","J4","2013-07-09","MAM.OSBS.2013.07",6,0
"DB12684BA78043A888A809F5157EBDF8","D03","OSBS","OSBS_002","J9","2013-07-09","MAM.OSBS.2013.07",6,0
"BC3BAA0448DF4F469A2F0890B713FFA2","D03","OSBS","OSBS_002","J7","2013-07-09","MAM.OSBS.2013.07",6,0
"8C2AA73F6C77413BA210B0C05BE0B359","D03","OSBS","OSBS_002","J8","2013-07-09","MAM.OSBS.2013.07",6,0
"A2BBCAD00A2240AEBA672C3C4E368557","D03","OSBS","OSBS_002","J2","2013-07-09","MAM.OSBS.2013.07",6,0
"1296FE2DDA314D4AB9667803A408DFFE","D03","OSBS","OSBS_002","J1","2013-07-09","MAM.OSBS.2013.07",6,0
"C6D207020E8E4EAFA864D700287F6F9D","D03","OSBS","OSBS_004","A7","2013-07-09","MAM.OSBS.2013.07",6,0
"D443FD798A7C4EC98245ED3C90463E4A","D03","OSBS","OSBS_004","A6","2013-07-09","MAM.OSBS.2013.07",6,0
"F267BE9CDB354D47ADE70E688A21C1FC","D03","OSBS","OSBS_004","A5","2013-07-09","MAM.OSBS.2013.07",6,0
"BC054EDBFF0B48B3BB3DCE464C36B25F","D03","OSBS","OSBS_004","A4","2013-07-09","MAM.OSBS.2013.07",6,0
"60648993107F4014AA62E10B05DBCB73","D03","OSBS","OSBS_004","A3","2013-07-09","MAM.OSBS.2013.07",6,0
"5D24D889503A49618B773F4D9FA463D0","D03","OSBS","OSBS_004","A2","2013-07-09","MAM.OSBS.2013.07",5,0
"C07525AD33B24E94AE7B57CA248D15BB","D03","OSBS","OSBS_004","A1","2013-07-09","MAM.OSBS.2013.07",6,0
"4F623F045EB64C0D82A292D099DA392F","D03","OSBS","OSBS_002","H9","2013-07-09","MAM.OSBS.2013.07",6,0
"74F9530F54F7490EA7C5BEEF710DC66D","D03","OSBS","OSBS_002","H8","2013-07-09","MAM.OSBS.2013.07",6,0
"E0D935B2A3624B81B334E076C5A9F07D","D03","OSBS","OSBS_002","H7","2013-07-09","MAM.OSBS.2013.07",6,0
"E0CE75E3D97D4FA0A4A81891332F04AC","D03","OSBS","OSBS_002","H6","2013-07-09","MAM.OSBS.2013.07",6,0
"650A1A6E68CE4DFD8679E077428BA70C","D03","OSBS","OSBS_002","H5","2013-07-09","MAM.OSBS.2013.07",6,0
"6F10119BEC524F54A66C8315CE618397","D03","OSBS","OSBS_002","H4","2013-07-09","MAM.OSBS.2013.07",6,0
"00E550EA3A764466913649DF8F508787","D03","OSBS","OSBS_002","H3","2013-07-09","MAM.OSBS.2013.07",6,0
"283DE0805A974BFDB0DA08C56416A5C5","D03","OSBS","OSBS_002","H2","2013-07-09","MAM.OSBS.2013.07",6,0
"28B48088F5284C3E95C1529EC18B08F4","D03","OSBS","OSBS_002","H1","2013-07-09","MAM.OSBS.2013.07",6,0
"CC73F095E97645E5A66B0EF103F45B8B","D03","OSBS","OSBS_002","I7","2013-07-09","MAM.OSBS.2013.07",6,0
"0B2D6DEE3CCA463B9CCE6A6CB401ABEE","D03","OSBS","OSBS_002","I6","2013-07-09","MAM.OSBS.2013.07",6,0
"0F0853CDA50240E6B66C03F36764DFB3","D03","OSBS","OSBS_002","I9","2013-07-09","MAM.OSBS.2013.07",6,0
"83DB4E01EA9244A98D0F0CF049F3AF2F","D03","OSBS","OSBS_002","I8","2013-07-09","MAM.OSBS.2013.07",6,0
"0DA1E497299246D99797C430600CE3DD","D03","OSBS","OSBS_002","I3","2013-07-09","MAM.OSBS.2013.07",6,0
"9482E581EA484B43B911F95C8722DC0A","D03","OSBS","OSBS_002","I2","2013-07-09","MAM.OSBS.2013.07",6,0
"555F1225987A43E49E158510BB4843FB","D03","OSBS","OSBS_002","I5","2013-07-09","MAM.OSBS.2013.07",6,0
"0C321B55C5AF48429F49FA49F247C228","D03","OSBS","OSBS_002","I4","2013-07-09","MAM.OSBS.2013.07",5,0
"A3C3C5472A684FAFB558269C8E4A5A27","D03","OSBS","OSBS_002","I1","2013-07-09","MAM.OSBS.2013.07",6,0
"3711EBAA6DE44CC7BBFE75CEBCA43D0E","D03","OSBS","OSBS_002","F9","2013-07-09","MAM.OSBS.2013.07",6,0
"8F7DC1331F1E4C919072D2A33ED07ED8","D03","OSBS","OSBS_002","F8","2013-07-09","MAM.OSBS.2013.07",6,0
"3638E34BC3E947FDBA0CD3894794536B","D03","OSBS","OSBS_002","F7","2013-07-09","MAM.OSBS.2013.07",6,0
"20909A9A7CDB4CF98AD4C261C8B0D34E","D03","OSBS","OSBS_002","F2","2013-07-09","MAM.OSBS.2013.07",6,0
"374DCC73E2D24EF7A53841D6FCCB590A","D03","OSBS","OSBS_002","F1","2013-07-09","MAM.OSBS.2013.07",6,0
"680E20CC92954D69990A49F430A9EAD4","D03","OSBS","OSBS_002","F6","2013-07-09","MAM.OSBS.2013.07",6,0
"E21DB308019E4CD688D82F5D14B27AF0","D03","OSBS","OSBS_002","F5","2013-07-09","MAM.OSBS.2013.07",6,0
"68AE388BCCB94644BC03BE3C3F63CD21","D03","OSBS","OSBS_002","F4","2013-07-09","MAM.OSBS.2013.07",6,0
"5FC7CCDA872741109202A7E60EDBCF66","D03","OSBS","OSBS_002","F3","2013-07-09","MAM.OSBS.2013.07",6,0
"C6379266D79C48E39D18F6F9483EABCF","D03","OSBS","OSBS_002","G9","2013-07-09","MAM.OSBS.2013.07",6,0
"9C053C0E97A1479E9F128E222862067C","D03","OSBS","OSBS_002","G8","2013-07-09","MAM.OSBS.2013.07",6,0
"F92BB5CAF77842A39F62AD66FB7ADE0D","D03","OSBS","OSBS_002","G1","2013-07-09","MAM.OSBS.2013.07",6,0
"48306AAFF25E46C69B7836A793170934","D03","OSBS","OSBS_002","G3","2013-07-09","MAM.OSBS.2013.07",6,0
"ABFA509568B742B1969A998A057467D2","D03","OSBS","OSBS_002","G2","2013-07-09","MAM.OSBS.2013.07",6,0
"CA180671E0354167AFCFD17E438798E2","D03","OSBS","OSBS_002","G5","2013-07-09","MAM.OSBS.2013.07",6,0
"044EBF1791254CBBA0FF34DB69AECE62","D03","OSBS","OSBS_002","G4","2013-07-09","MAM.OSBS.2013.07",6,0
"328F24E45EBC4A3AA631DE70BB04F7E7","D03","OSBS","OSBS_002","G7","2013-07-09","MAM.OSBS.2013.07",6,0
"FB639E3E3E7A498FA425A700F556B6F8","D03","OSBS","OSBS_002","G6","2013-07-09","MAM.OSBS.2013.07",6,0
"86320B01FEC84FB489761C1D8BFEEDF3","D03","OSBS","OSBS_002","A1","2013-07-09","MAM.OSBS.2013.07",6,0
"60F8F7601DF84FDFADEA33C7C22C332C","D03","OSBS","OSBS_002","A5","2013-07-09","MAM.OSBS.2013.07",6,0
"D8206A5B6329468081EF69544A7A4B82","D03","OSBS","OSBS_002","A4","2013-07-09","MAM.OSBS.2013.07",6,0
"44741BF9912D4FA9961BCC2B6D9FB151","D03","OSBS","OSBS_002","A3","2013-07-09","MAM.OSBS.2013.07",6,0
"C4BFA91C5D3448839C7D62433A71DCC9","D03","OSBS","OSBS_002","A2","2013-07-09","MAM.OSBS.2013.07",6,0
"6B097F59CAA6401091A95B0E05C47634","D03","OSBS","OSBS_002","A9","2013-07-09","MAM.OSBS.2013.07",6,0
"11E11D00B4CE43E4866239F7C5BC4BFD","D03","OSBS","OSBS_002","A8","2013-07-09","MAM.OSBS.2013.07",6,0
