ID,tutoriaTitle,
c31429a97db04e868c75bb6866b2a039,Setup GitHub Working Directory - Quick Intro to Bash,
b6c45c8828d5433db516b77608c6163b,Install QGIS,HDF5View
ee063c4b3bef435f8d7b7a472266bc98,Install Required R Packages,
59a3345fc5194ad9a87cfdc5a2070321,NEON Data Institute Capstone Project,
1aca3293b5b24907b1512fc358e6f50e,Species Occurence maps,
52aeda938c874292a73d2573568988e9,R Shiny basics,
b29c2164e6844a93b9d39961faa9861e,Interactive Data Vizualization with R and Plotly,
5d77d47746514281a7ca20876e21c17b,Hierarchical Data Formats - What is HDF5?,
b2f77d03b14247438894b83bd7771c89,HDFView: Exploring HDF5 Files in the Free HDFview Tool,
40146c0d0d3b43d0a2dc1f14f6c36ade,Creating HDF5 Files in R Using Loops,
68d6be70d17d4ab9807cd46081e6ee63,Introduction to HDF5 Files in R,
4603eeb9116a4e54a649cb53929eb034,Working With Time Series Data Within a Nested HDF5 File in R,
d7e725d81a784a368de5089f072c9052,About Hyperspectral Remote Sensing Data,
79f902f6c0264f16a9be13f50560860a,Plotting Spectral Profiles derived from Hyperspectral Remote Sensing Data in HDF5 Format in R,
d42286b3af6148f3a8fd0863f00752a7,Creating a Raster Stack from Hyperspectral Imagery in HDF5 Format in R,
c1cd91f1343b430c9c37497c52cf98ac,Intro to Working with Hyperspectral Remote Sensing Data in HDF5 Format in R,
c9e8285168284e26ac252d7d099ba4ed,The Basics of LiDAR - Light Detection and Ranging - Remote Sensing,
c10184c4075445bf8ade25415103d78d,What is a CHM, DSM and DTM? About Gridded, Raster LiDAR Data,
8e3b475ba47d407dae623ddadb0924fe,Plas.io: Free Online Data Viz to Explore LiDAR Data,
319d19d8d6e84aaaab8515beaa3915e9,Going On The Grid -- An Intro to Gridding & Spatial Interpolation,
4a21c923ecc848e08af1222e5552bc89,Create a Canopy Height Model from LiDAR-derived Rasters in R,
75f786a3b9ee4abba21878eb721704b6,Extract Values from a Raster in R,
a9b616f171be48d7a0ea2d539de11c87,Opening HDF5 files with Python Sample Code,
b9413609bb2c484cb3ce4238596f1cbe,Vector 00: Open and Plot Shapefiles in R - Getting Started with Point, Line and Polygon Vector Data,
d21a9fc2f94b4b9e890f5a71884e9f7e,Vector 01: Explore Shapefile Attributes & Plot Shapefile Objects by Attribute Value in R,
5defe34482a742b589ea841d0c3adeeb,Vector 02: Plot Multiple Shapefiles and Create Custom Legends in Base Plot in R,
d5cc8e78181d49f0926cadd2424dfcd8,Vector 03: When Vector Data Don't Line Up - Handling Spatial Projection & CRS in R,
c09431a7dabf4b07a11356cb6284b15e,Vector 04: Convert from .csv to a Shapefile in R,
a2e5db608b764b029d130970d02c0a8c,Vector 05: Crop Raster Data and Extract Summary Pixels Values From Rasters in R,
e833b177aa534b27b7dc35e264615e17,Time Series 00: Intro to Time Series Data in R - Managing Date/Time Formats & Simple Plots using ggplot2,
add2081f81334a8194d5f00600430e25,Time Series 01: Why Metadata Are Important: How to Work with Metadata in Text & EML Format,
2e8e865ff45e47f2b1ba26c0992baa9e,Time Series 02: Dealing With Dates & Times in R - as.Date, POSIXct, POSIXlt,
80f9b8b11ed946f7aa923e59e08d5cef,Time Series 03: Cleaning & Subsetting Time Series Data in R - NoData Values & Subset by Date,
247b25406fcf482f9f70e408664efc9f,Time Series 04: Subset and Manipulate Time Series Data with dplyr,
b10c7a60977a4f67b60ddc487e900fe6,Time Series 05: Plot Time Series with ggplot2 in R",
5f6d1e96deb747b2a527077b7303abf9,Time Series 06: Create Plots with Multiple Panels, Grouped by Time Using ggplot Facets,
3ec7fdf776644134877f8c4d86fad09d,Time Series Culmination Activity: Plot using Facets & Plot NDVI with Time Series Data,
344014eb3c9542f9b491e7955288f8c4,Convert to Julian Day,
774cad9fb9214d159157581471423312,Create A Square Buffer Around a Plot Centroid in R,
38039f2a9ab643699a403edc470e8c3e,Image Raster Data in R - An Intro,
4df77818cf8e4518a33c5cbb0576789a,Raster Data in R - The Basics,
61ccaed8875044a59be91b208436611b,The Relationship Between Raster Resolution, Spatial Extent & Number of Pixels,
8346bef7292b46a09a76a0171b05662c,Getting Started with the R Programming Language,
de50ed3500de4e8bafeb12547c761116,Build & Work With Functions in R,
3ec42e1e75ed4057b9d49325acf51963,Installing & Updating Packages in R,
63635a0daf0c417090e5c38c3103a09a,Filter, Piping and GREPL Using R DPLYR - An Intro,
1df47c5596574e6c8a9e03ba49d004df,Calculate NDVI from NEON Hyperspectral Remote Sensing Data in R,
8bb6c3c8fbd04328b5ed204b39eb0020,Extract Spectra Using Masks in R,
f501edc51c844dd8ab1350e914bf279a,Work with Hyperspectral Remote Sensing data in R -  HDF5,
3b5f4a2c871844069c94c3bb04c15389,NEON Hyperspectral Remote Sensing Data in R - Efficient Processing Using Functions,
ee4808fdd6034f1881d172d4395c3a51,Plot a Spectral Signature from Hyperspectral Remote Sensing data in R -  HDF5,
2c3d05beff8c46b88c610fb0de0fc1c3,Subset HDF5 file in R,
77b6e60318f94b3ab81bf99f835142c4,Introduction to LiDAR,
9af38c6bbd3d4e0daac8e7111a29b524,Introduction to Full Waveform LiDAR,
175a07f3411f4a2486174192a1b97cc2,Open Topography,
63716f3d5a5745f7b0ce7f3bf9de982d,Classify a Raster using Threshold Values in R,
db6b08ec373d4fbbb8063f70fb0d3123,Create a Hillshade from a Terrain Raster in R,
4b109d4b381542a497ab19e82823d362,Dealing with Spatial Extents when working with Heterogeneous Data,
9dabc34cfd3b4a69913963fc2bbef3a3,Mask a Raster using Threshold Values in R,
cd16fd83885846ccaea2b4d773659876,Extract Values from Rasters in R & Compare Ground to Airborne,
b694daede4f44fb4b65c9843579e19a1,Create Interactive Plot.ly plots from R,
7eb586200b8b4b029fbbbff227785fa6,Coordinate Reference Systems 101,
ff80154d46b940cbad327309b2308424,LiDAR and Hyperspectral Data Product Fusion,
a3524cf87ebd419bb33c13afab0f059e,Use NEON AOP Package,
4ceab45849cd4a459da8f61d33906706,Download a NEON Teaching Data Subset & Set A Working Directory In R,
457a5c01d051491297dc947939b4210f,Using the NEON API in R,
a1388c25d16342cca2643bc2df3fbd8e,Use the neonUtilities package to access NEON data,
41d7fc9adf1640839b4b117591110db8,Git 06: Sync GitHub Repos with Pull Requests,
19345dfba1f545929ef88c486f645dad,Data Institute Assignment: Version Control with GitHub,
30c2794722da4e4fb27f27f1e9364415,Document & Publish Your Workflow: Jupyter Notebooks,
5c9102aaeba748e38ce6e84741697413,Introduction to using Jupyter Notebooks,
a82f3466e5e9433fbbf8026a54e720ae,Pre-Institute Week 3 Assignment,
57a6e5db49494a4b82f9c1bdeec70e81,Work With NEON's Plant Phenology Data,
dca9f480763e4d9f816f51abcf77f70a,Work with NEON's Single-Aspirated Air Temperature Data,
03868e86e4d34d1fa88caacaddf95a57,Plot Continuous & Discrete Data Together,
1ca06930711c4a50bf9cf3b6fd5aec5f,Quantifying The Drivers and Impacts of Natural Disturbance Events _ The 2013 Colorado Floods,
67c077abe20b481c86265cb154cdac79,Data Management using National Ecological Observatory Networkês (NEON) Small Mammal Data with Accompanying Lesson on Mark Recapture Analysis,
01a3327fae774337ace59ced0f6fd86f,Git 07: Updating Your Repo by Setting Up a Remote,
e0b6583c874b4c37a11142410a08a14d,Data Institute Activity: Calculate Index of Interest,
8491e02fec01499281d05f3b92409e27,NEON AOP Hyperspectral Data in HDF5 format with Python - Flightlines,
d85f76b833ef488d983d11661ba7ef94,Spatial Intro 00: Answer a Spatio-temporal Research Question with Data,
d52ac2460ddc4dd7b80caab59e963422,Working With NEON Data in Spreadsheets: Surface Water Chemistry Data,
bcc5b84ad5b54a35a7d0331129f226a7,Introduction to Loops and Conditionals for Use with the NEON API,
33ead9fccea04e82a519f46e448f895a,Using Loops with the NEON API,
daa07e627a61458783103948c3a48f47,Calculate NDVI in Python,
1497c1da6ed64a7591e56ff1f2fce18d,Using SciKit for Support Vector Machine (SVM) Classification with Python,
9a1e6798f2e94a71bbcd1c6a1f5946d2,Classification of Hyperspectral Data with Principal Components Analysis (PCA) in Python,
1f8217240c064ed1a67b9db20e9362f4,Classification of Hyperspectral Data with Ordinary Least Squares in Python,
e937a0e49f1c421291a717894c706938,Band Stacking, RGB & False Color Images, and Interactive Widgets in Python,
c91d556c8fad4570a33a1aaa550a561d,Plot a Spectral Signature in Python,
e6ccf19a4b454ca594388eeaa88ebe12,Calculate Vegetation Biomass from LiDAR Data in Python,
c324c554a35f463493349dbd0be19cec,Classify a Raster Using Threshold Values in Python,
7e916532e9fa49aeba7464350e661778,Create a Hillshade from a Terrain Raster in Python,
c67de95147e9414a88ea876f3fc5252b,Mask a Raster Using Threshold Values in Python,
84457ead9b964c8d916eacde9f271ec7,Assessing Spectrometer Accuracy using Validation Tarps with Python,
bb90898de165446f9a0e92e1399f4697,Hyperspectral Variation Uncertainty Analysis in Python,
a6db1047adb34f41b9d17d6ed41f5fd5,Exploring Uncertainty in LiDAR Data,
63993d7274f84e51a1047e1fea9aece1,Install & Set Up Docker For Use With eddy4R,
93d1cc4e89d84ee09f1294e02ff2d440,Resources for Learning R,
5be9f80592394af3bc09cf8e469fef6e,Using neonUtilities in Python,
67a5e95e1b7445aca7d7750b75c0ee98,Plotting a NEON RGB Camera Image (GeoTIFF) in Python,
61ad1fc43ddd45b49cad1bca48656bbe,NEON AOP Hyperspectral Data in HDF5 format with Python - Tiles,
046a83d83f2042d8b40dea1b20fd6779,Band Stacking, RGB & False Color Images, and Interactive Widgets in Python - Tiled Data,
4b8efebb6b6749c792efa54a38edbab7,Data Institute 2018: Download the Data,
d967358feca948ed8db09b676bf12d30,Plot a Spectral Signature in Python - Tiled Data,
19e0b890b3c64f46b2189c8273a2e0a4,Calculate NDVI & Extract Spectra Using Masks in Python - Tiled Data,
52f863b138b14d79a97e91422fc17b4f,Merging GeoTIFF Files to Create a Mosaic,
b0860577d1994b6e8abd23a6edf9e005,Classify a Raster Using Threshold Values in Python - 2018,
a9ef8a3acfb841e2b77b1f6360e22648,Unsupervised Spectral Classification in Python: Endmember Extraction,
75f8885948494c0dbe6084099c61dd1e,Unsupervised Spectral Classification in Python: KMeans & PCA,
040aa4e32b574a7dac2bf2f88ea86858,Interacting with the PhenoCam Server using phenocamapi R Pacakge,
43aa1b7a6a4b48f3bce1ee636ba857e0,Extracting Timeseries from Images using the xROI R Package,
5f9c4048a27749c19ee8ecfc78806363,Download and Explore NEON Data,
c269ec64f2ec40e0b337fb9ce71443b8,Detecting Foggy Images using the hazer Package,
6bb7e2064ff54157bb563d8d30c062ea,Modeling phenology with the R package phenor,
d2d126173eeb4494a06e35aa34bd2196,Measuring tree height from the ground and from the air,
3857005e98a544a88a5e58625e32b514,Introduction to working with NEON eddy flux data,
b152963c4883463883c3b6f0de95fd93,Access and Work with NEON Geolocation Data,
db9715ca243944fabbe81031f2ed5cec,Advanced Spectral Signatures in R,
884cc5915a3842c1ab6617b060797fab,Subset HDF5 Hyperspectral,
7a3d01f3a2a84e6092774e2d21e13a16,,
99d22b526c1a4a88847259a4d05b46af,,
e0778998a7ea4b7c93da38a364d12a65,,
a112429a90d14c9d8620b956a2469062,,
317ecab8e00b4a959a76dba181bb33b8,,
e606b7e7bfb845b39b931bcd772903a1,,
f059914f7cf74327908228e63e204d60,,
f952e377463a4e2cb8dc109213e01a40,,
68da96c02c3b4f29944903daf2182c10,,
19fe7b1f052c478c8a7df52e4e03efbf,,
b968a912e3ea4557b2a7185cd2340069,,
ea5ebcf71c344bf1b2a7be0067005afd,,
ec9a4339bda342688bf912a7ec347999,,
9474dd874e484dc4a45e6a55a1375de7,,
db25e957987343acbbcd49cabbf1d8ec,,
9ff7193165d74f0291ccb28dd821c9ff,,
cd3d3b09400a4a389a198445c5dbfa48,,
a3c5b877eb1541cc9ed099e18735f87d,,
994e7c10f35b4243bbaa31243d6c2355,,
9bf062c33697432790b63db187cbc565,,
c1faf40f008d403eb0b6b35a10b28ad7,,
454afb27a5f445ed95a1829d5d7ee130,,
fddd090696ff49c785de509b7637328e,,
963d7dcebaa54e09a297bc43ecd9ae2b,,
cd3f3df4c3684bc29cf6feea5cfebe59,,
5c405525ee9c462aa029b208358a355d,,
d2e642ff6bb44f8798ddbe4fd5e45243,,
a52390817d434a748c4adc3a150529e7,,
eb676be8189a4e9abfdc4e5f901ac818,,
048ec0a5e30842acb2fbf1144454830e,,
d14552056cc440549ae3c1bac80eaeb7,,
0339425fefc541dbaf5ab7f736352374,,
d98dbad4b55b45a79a62bad1d25333fb,,
4f53eb693c6d406e88cc6f481e7e2bac,,
2900c272e09d4c71a86a2d4dffb92713,,
f0e521fd2eca45e3b6eca7b205669ab0,,
92ad16e009864e40bb34cd5ebef842f8,,
caf9ba121b2343c7a924a5a1156e3ad1,,
8ab4445008fd408fab9992c5c8751505,,
b5183dec9d8844d28e5b892971517ff8,,
c91c9a163403426eba4f95c2e823e4a4,,
7c50ffa88f7f4a238d21826c1a996570,,
fdb0b58c20fc4155abf49f96ea346d56,,
2bed8b22086544ae8505eee591054b0a,,
850bea0fe3bd4c2f86ecd51eb966e54e,,
36f28672bd02458cb13c02ee26156d41,,
6234ea3dc95549b8b29b01dd23885880,,
d02e0021e4fc4e6c9a20e09221f7a6f2,,
06b3c4df2b1d407fba6af95f813d1ff1,,
464ac0a0b63e4e679c6f6f36ca5130c7,,
f685c4fab1004d95887228147dff37d9,,
6eb4422d262440408f7905d1dd3d1ae2,,
35ed4c4378b24a52989a2091fd0fe6a6,,
029b47b720dd471293cea2f7cab876fc,,
c2701e89466943d7ae0996c65c7f853b,,
d700a56bfb75438998b57b81d4436462,,
4223457759904e42ae70cfa5c3b84ea0,,
0df0b7d9a96d4af987d1b38ed65492c5,,
568fd5c13fac4d7680257aee7a5bec5b,,
8dba6493e148496c9402489c43873bf4,,
96ccdc1edaa44a5aafeb692e822b3fd5,,
5864d718d32a4b3e92c837969b65887b,,
2fa5a64d01b6451fa38025d28677dec7,,
dd54d405fd164e52942c6e6ef4775e1f,,
c4e0dd0bf8d949d483d35b5f1d0bcc55,,
ac74a20d2bd54025b289d7b3ff6c6dfc,,
d30e758ff1f84276bc5adbe11b5d3e25,,
d8e88edfdfd948b788409b27cef7adbd,,
84d705c6ebee46a996d68ebe73a357b6,,
338c5ad8098649efb2b99a74fcc10013,,
1cee9a81f5bc4d25a3020a9cb2473ec8,,
f5bb67f6da5044968686fab3c96db8f8,,
8bf6da6f8e5645c08efb28c064f7ba20,,
73e66d88714a4611b1b5a165f6777213,,
b496387003aa4e52819fa07797b9b93d,,
a79dd08010784cb59986e12ceeb11d84,,
569ebb534b164825ad492dad288eb9a0,,
25c4cb1d07a449cba1524a269a8ea882,,
0a6987c610774cf2ab0c90ccbbaad9d1,,
22373268a86245e78638d4146305d8c6,,
4b0c8d3422ce4baaa1cf93720292f054,,
55dd4f1a37ee4b76b76682345beff65d,,
196aaf41be1940bbb2ced2814cf36c8a,,
40ac4523d4a64c5997fd86a7e102ced3,,
e547844800a648e78945d2e131751b3c,,
8abfceecbb894491b50c1eea5586ee52,,
7975cfce1ee34f92b8c9e86cf1bf7ec9,,
4cae020d29894637884c6859e683125c,,
0164168078b241abaab299e46009849a,,
cecf683a96934ca3b5607d0974866781,,
b4da7a7a9cdb49b09fd4f8084569d2f9,,
309d414c0974418280f4ffc453a2e933,,
49b21b44baad40d7a7ff1d079cd13902,,
f506db6914e84498bd38efa6a2e593d2,,
fb6eeade405a44bdaa7a6515ebef142c,,
35afad33fb3544e0bfb6bd47932f7ce7,,
32b63f59f8564e60a0272a627498aa32,,
43d9800f79434ac9a688213b06a2438b,,
6887ca97892048c8a590dbdc1fc3c16c,,
de4e8b21846f4ac589d4843ca6643f3d,,
6497826c4d364188af994593cde28a03,,
497a8b7f786b43778d43e5a30cea75de,,
28d189fb50cf4bdbae66960d5c32e4c6,,
9aa477515e1a4b8ebb6f06de86a1bfa2,,
45ecff0f69624736b307b70981d70743,,
c662f11ae2204485833f4100ca3199ff,,
cb8e7d1b83964b678f2dbd7e3daee246,,
4f31cb37565843b697c8b4ddd5c99898,,
9a40a56558244875bd92e821d090e7c1,,
d61aed18e7894572a4387aa8bdc4d2a7,,
46a1f083c06f4d37900dd38a14e9d152,,
30e780ce6cb547f79c4b3f7560bdf644,,
77e9d6b09a5641eeaa7561fae30b564f,,
c962bed62b2e4259867afb52f1176211,,
ec4e43602cd1493196c2ff464b520cf7,,
a17f72445c2a47c68c8a9ba31ccf9727,,
c460a994b3c149728aab948ac5d158d1,,
3050289112f64db68d45956517ecbc27,,
04f190fd29094f85a704e6aa9728716d,,
1c69e06ee19c4ab8b18a4a12de9874e6,,
38f064c820c64c918caf61ed22ab948f,,
dfffb36b16154554b864d193ac3896ae,,
d283ea984e604c75970cab8eed000580,,
7418008b5fa849e284426b0225198c62,,
ae3fe66e63ed4b72b46026740fc6f6c6,,
7549de794b884a89a3cd31ee21905045,,
08cc3a22a6384e45a26a037419f9f7aa,,
0a07a83bd6e64f0a8734f0df55a72e67,,
3ca444bd20ce4f78940339232ede31ee,,
10622a6ab8814856b2ccd14086a06efe,,
a00fe14f36134309b8d714c66c1a45f0,,
93d2bc388fc3473bbc731993a76f2a06,,
77e8a5ab53084f24a83d8c98afdba765,,
6226cadad92b421f8956779b9a10e426,,
ccfe23c7674b4c1a8d91f9b1398a8390,,
28511cc50cb842f5918b4da5bd8fa7e5,,
ff955e2f99654646a008e71907f87ccb,,
8279a3b33b804d409728fb8c98971527,,
acf84717890d4bb69ee9456c86003094,,
c026cc2b89384ac6a0c06288a48829b7,,
923933f4b5064b9b81fe80a5c7f382e2,,
a46aff10eed540bc837833673a6e5621,,
5ecede9b278843c2a56b58d8531c13f4,,
398a9365a1a5456eb130d6655319c20a,,
d7ebad81a8914ad89732f9851ea7bf2d,,
284e2f6417e54480b521a1792da6298f,,
bc9c47aabb3a4ac190621ca34f2ab10b,,
baa320702ace46d1aede76a372b1963f,,
6d36dd07bf8248e789abacc860c26599,,
c106f5e087844568a9c6959204479fdf,,
698befb6a1124f56a3330a2a434c4a0f,,
b16f1a5cfb6e406bab8d88bd469a0f26,,
642f7bd68db64edfbedc2b709d7174dd,,
73a0dd6dc170443aa96fe5fd6927a362,,
0141bd8d356a4837b3799e8a3e2fdd9a,,
d419592e3d46442e8c6ecf0706e7f549,,
bfb272cffd1740f3abbc0c3e8804b21e,,
7edafac5e9bc4760a475f043ffd90b76,,
05438f590d6a46f5aa5ba87192886905,,
1dc3b802b3434ad8a675e7a5ee374739,,
bf8e62ca8578422d990385988fa59b86,,
8ffc21776b9d4273be63c134688c8720,,
e6b4cc5c3f574dacbb07efe4d23f488d,,
fcd9f12033714f6eb598c68109f23c2b,,
776e1dcc47c94a3991d63c391083a368,,
d76d325709d54c92ac9d555c59aeb80a,,
ce29574eb2b9454bb32fe1a71c965350,,
dc6809fc78be4f1f89805a8b5dce25c9,,
5535efe7eda94d4094a8ff5ca1907508,,
58d72c8fafaa40df909077059f5fca2b,,
37a05a05d6204df885f82ab5a4717798,,
b3762bac18d94107ab73a3755f0369c0,,
412f80a7f2404f16a5120d90f60c974d,,
f377d4f7537143de8757549f1eb5d373,,
c26144222c24433e9e6f7303df03f96a,,
f424bf94ac2c4d078e7edf01ff5d9d2a,,
194cb7703c064196bc9fd4056f1c93c7,,
44f1d429e84542a981b25bad4a67b62c,,
314e06158a134be5a38e899d9502c806,,
d8c6ffe681f642fd8485f2bffa0de8da,,
75650796864c4717a2132f14de3a88cd,,
d736f136bfd947e583b8c043e76ee744,,
7ae3822a0abd445baf1da065c494ec74,,
fd34101e500f48b18797b372fac4626d,,
60a92c3b65374fcfa0e852fd47d4e148,,
e46d1b8857fa41e9a7de6a7a0a8dc8c3,,
1d78121678f84a4fafc9b2d3e5aee4f3,,
929d9e2eca3d4761a4a0f28228aeffb9,,
d9d5ff6934e142209f1f180d740c6fce,,
df870ecfd0254689b077bec29c646421,,
2629018d7a374fa7931c26c3172e1368,,
5fb1c877a25c45f49ebe09a94e28f29c,,
03c32c756c914783b9706b583eb1cc13,,
77f499559e3047cf8660964997e1f04c,,
2d1bf07c04b84e88b5fe758ec5ecaac5,,
33e325b7d111404487a5b35d4c0eabff,,
918562a959774ce5b4a6663350c8a87f,,
5d6477df6c10454fac40378ba0289008,,
dd600097844947f4a37e9d9a485e28b2,,
4f0187d1df404375a64d698b5f146783,,
848d04d4aea9400d846f161c8a904142,,
3a05e96e9e904d24b9ee44467af72ab2,,
f7b6662c277649aebcb2aa5e48c64516,,
d63bb7b2498e49f4a47e314b895dc7d2,,
2e7b45584035492592ce89008a093927,,
5436a150c37d4f39b297e6bbd5a13ddf,,
2ceb75d6d1154c9a99b638881987d4b3,,
f554f3bc7b2d40f8917abc2c681befde,,
1d103bb01a6848c8a83d4f808f238048,,
ff05027d080f439da96d6a0e1f8a3a37,,
88a361e3560749bf80aeaa541d32b6e9,,
66d56278b310496a8cb1db685295bc1c,,
b8726b39df064d1cbf7c48a963b5205d,,
da4785562d8c479e98336ea41c3c72d5,,
dde0195e809a4ce9a8d2eab0d0cf8fa7,,
bee2dafdeeaa4eb0bb0ef0da738b8b13,,
2812c773360648f08eba294b70dfdc82,,
93575826a0bd4f28b6cbeaaf7200b474,,
46ba937e87b943c68b9ef84a414d8841,,
5aca92bf84074d1bbe9994f257f95627,,
b3d5da5b5764470fa002965f39d5568f,,
5e320a06ec2e46fe851780fd82020164,,
804ab6c16e864d138dd483c7a6f707a0,,
47e1bb4726ff4174a598a1003ac3f484,,
d161df2dc9e3445292cc952c2f9b6885,,
4541ab8d140b4662a2c41bcdb8dcefbd,,
942a0bc6625b46c198834aa3aec4f355,,
05da09544f7c4bfea30efbda95872517,,
eac07d5546b14a1fba4fc1cfe3a2dfb3,,
6d0178a36fc24cd1878818d01bba0694,,
4e30e7afde3542ab95d567ea58180751,,
2b24bd656cea422a95c6ecc60338781f,,
4c9941e461d8434391ed54a655e91c43,,
25523f407cbf4f54a202feb21febea2c,,
51de9a5ffa8449928e2e4e5b857a87e8,,
45bc6efd05ff456d9ea752509d0a245c,,
679e1b2a70f3454a81d08e068dbea71f,,
ae829fbceffc4066907360e3bbfcc1fd,,
3686b4efb4d143f2bbd581e885b63988,,
d4b7f2d0f2ff47d69bedeccd982e7208,,
be0974f28ca44c3392902c9e93fd6ff5,,
4ff28f0b688643749a1f9d0868d220d9,,
232c9207d4174a269c65f70d1a2a5a4f,,
2c607eea36e842f8b6fadf8cff55cdc0,,
455e3982a0b64cf2ab5b6197809d0bd3,,
5c957fef7fe84b53aafbd2817901ad97,,
525a90d7e5e248d68e8ee54527e18245,,
1146d8517aba4fd09fc3be77e30dca35,,
e7c94d57600e40d7a328f6df7a89da69,,
e473b21b36b04dda88669a57037447b4,,
bf6e77002927481d9b22c18f1bf38bb5,,
63530b4fca8b427bb2c0d9273e6d3757,,
139fc96d1f9140ccabb69f696189f00c,,
7c4325b108394aa88e1f522b74ddb294,,
acdfc00d40f64058923dbea38c9ee7d7,,
ecd4968258d44e088a4106da842a4432,,
13317b5fe5404d9b9c45b76df5c69be9,,
e92d0aa4421f43afbb697932c27f7b3c,,
3d2bfdb3b4ed426ca1c940741a0a7e61,,
21aa2b86e3144f799b7aab2a640a4b07,,
11a1a195e2fb42b8a6cc8e3d5d4404a8,,
c68aeea03db44d12a631c118d28b9512,,
7b1b47ed5a5741cbbbd464755cb805ad,,
b4112d6441374352aba3a7ecfc9f0bb1,,
027607be02a741c5b4ad9f1c5a3fdca0,,
c2c61611b05944fbbbdbdf12d53283f9,,
ce6823a18c4446099ffabfcc75c9db55,,
279db9a297f646178d1a92451f441d3d,,
9ddffeaa1b174d1898aada2642b7100d,,
8e39edcbb0504594a7c2d2c4bfdd21db,,
2ee4202592b6459c9c15bb56e8051092,,
64c8cd566adb427289c6bba48dbd9272,,
9b9c564aee6f43e381d5633615a87703,,
95a50ec6553a43e7898e0db9b866b45b,,
6884fe81c61a497198e75d121e429a18,,
0f71f26969e4400890f42ad34e194777,,
f43172271483424fa62bbd947972faaf,,
70aa24ab29af40fbb1e7eca14c0b34d1,,
3f7d74e443284af3902a306f53cd0591,,
f48f89729bf14090a732b503d6d0d77a,,
b4473710807e495da23868da7ba8b5ad,,
7f149b0740a94fa8ad50083febca329d,,
47b48f440e6a482ea004a9fcbd4fd634,,
79f42334464446b093e85b826ebd310e,,
b06e1da183e94a9084c0805bb6737b49,,
6bfcaf54d6504017a48be114d699373a,,
286f34573ad54a379ada021aa7adc20d,,
3ba226672c984f0ea6a8dbbf5aa6f45d,,
9331a80b2a45423aa375b86d6b974833,,
3909c80a5bcf4526af7579ae077ca674,,
1c60999cf900458e9ae5f4b0304d9fc4,,
31b756397fe54893b2ecd018905e0896,,
29e9236b75a5462bb9915be3422ac1bc,,
1a556131979f44e1b9353241a7061577,,
88b124f33fbc4c81aef4556a965d4e25,,
e7ac0bc84add4de0927c219e93a2cb59,,
47ce4a96f4164db7bf6d5c605bd038a6,,
0ec3d95793ec4746852db4fcc2cc2b3a,,
3f771e2dd1fb448aa1655498221262d6,,
5b42c0316218443eb18181cb4bd8a98e,,
